"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset"
"runtime_sec",1.23,"lower",1,"seconds","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.039929891796237,"higher",3,"weighted R-squared","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"biological_associated_features",35,"context",339,"feature-variable tests","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.538419749832324,"higher",3,"correlation","","sacurine","qc_rlsc","QC-RLSC","SPLIT08","Sacurine"
"heldout_qc_cv_mean",6.39424019552961,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"heldout_qc_cv_sd",12.5744945387491,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"heldout_qc_cv_median",4.05736324947127,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"residual_run_order_gam_mean_deviance",0.0369942064038858,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"residual_run_order_gam_sd_deviance",0.0469864579991434,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"batch_weighted_pc_r2_categorical",0.0136949145701665,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"runtime_sec",6.727,"lower",1,"seconds","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.0482033884989215,"higher",3,"weighted R-squared","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"biological_associated_features",48,"context",339,"feature-variable tests","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.495214817644628,"higher",3,"correlation","","sacurine","qc_rfsc","QC-RFSC","SPLIT08","Sacurine"
"heldout_qc_cv_mean",10.7101408377659,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"heldout_qc_cv_sd",7.58984922277252,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"heldout_qc_cv_median",8.87250653941869,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"residual_run_order_gam_mean_deviance",0.0395844649668187,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"residual_run_order_gam_sd_deviance",0.0551515772768181,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"residual_ljung_box_proportion_significant",0.0132743362831858,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"batch_weighted_pc_r2_categorical",0.00180212387122897,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"runtime_sec",87.901,"lower",1,"seconds","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.0373253342062066,"higher",3,"weighted R-squared","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"biological_associated_features",32,"context",339,"feature-variable tests","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.504055152536626,"higher",3,"correlation","","sacurine","tiger","TIGER","SPLIT08","Sacurine"
"heldout_qc_cv_mean",18.5449990967292,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"heldout_qc_cv_sd",9.07161751173059,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"heldout_qc_cv_median",16.2107231770536,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"residual_run_order_gam_mean_deviance",0.0556488199436169,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"residual_run_order_gam_sd_deviance",0.0702355858842702,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"residual_ljung_box_proportion_significant",0.0663716814159292,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"batch_weighted_pc_r2_categorical",0.00193689539827615,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"runtime_sec",41.713,"lower",1,"seconds","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.0348979780188244,"higher",3,"weighted R-squared","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"biological_associated_features",38,"context",339,"feature-variable tests","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.545568915073778,"higher",3,"correlation","","sacurine","serrf","SERRF","SPLIT08","Sacurine"
"heldout_qc_cv_mean",16.5201276966177,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"heldout_qc_cv_sd",11.1382903721348,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"heldout_qc_cv_median",13.2808201464635,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"residual_run_order_gam_mean_deviance",0.0434868862019229,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"residual_run_order_gam_sd_deviance",0.0509625804972782,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"batch_weighted_pc_r2_categorical",0.000438221702373154,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"runtime_sec",1.033,"lower",1,"seconds","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"drift_profiles_corrected",52,"descriptive",226,"profiles","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"drift_features_corrected",42,"descriptive",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"batch_features_corrected",85,"descriptive",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.0490202271708237,"higher",3,"weighted R-squared","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"biological_associated_features",49,"context",339,"feature-variable tests","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.567392118441877,"higher",3,"correlation","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT08","Sacurine"
"heldout_qc_cv_mean",18.2738251835968,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"heldout_qc_cv_sd",11.9307714258277,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"heldout_qc_cv_median",14.7892073734641,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"residual_run_order_gam_mean_deviance",0.0397029234894745,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"residual_run_order_gam_sd_deviance",0.0568129317687894,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"residual_ljung_box_proportion_significant",0.0353982300884956,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"batch_weighted_pc_r2_categorical",0.000560257283362686,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"runtime_sec",1.326,"lower",1,"seconds","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"drift_profiles_corrected",15,"descriptive",226,"profiles","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"drift_features_corrected",14,"descriptive",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"batch_features_corrected",84,"descriptive",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.0481492919695634,"higher",3,"weighted R-squared","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"biological_associated_features",50,"context",339,"feature-variable tests","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.566243294727567,"higher",3,"correlation","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Sacurine"
"heldout_qc_cv_mean",24.2302988947969,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"heldout_qc_cv_sd",9.94547966471805,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"heldout_qc_cv_median",22.4653067860502,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"residual_run_order_gam_mean_deviance",0.0520147926987853,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"residual_run_order_gam_sd_deviance",0.0673011809210797,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"batch_weighted_pc_r2_categorical",0.000737747609499402,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"runtime_sec",0.498,"lower",1,"seconds","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"drift_profiles_corrected",44,"descriptive",226,"profiles","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"drift_features_corrected",37,"descriptive",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"batch_features_corrected",82,"descriptive",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"biological_weighted_pc_r2",0.0457852706905809,"higher",3,"weighted R-squared","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"biological_associated_features",48,"context",339,"feature-variable tests","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"cross_batch_effect_pearson_median",0.537221386297552,"higher",3,"correlation","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Sacurine"
"heldout_qc_cv_mean",33.7089851027059,"lower",113,"percent","","sacurine","raw","Raw","SPLIT09","Sacurine"
"heldout_qc_cv_sd",14.4247018095407,"lower",113,"percent","","sacurine","raw","Raw","SPLIT09","Sacurine"
"heldout_qc_cv_median",31.6549458366882,"lower",113,"percent","","sacurine","raw","Raw","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058304178776,"lower",226,"proportion","","sacurine","raw","Raw","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503403159908,"lower",226,"proportion","","sacurine","raw","Raw","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","raw","Raw","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.131658082609212,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","raw","Raw","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","raw","Raw","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","raw","Raw","SPLIT09","Sacurine"
"runtime_sec",0.046,"lower",1,"seconds","","sacurine","raw","Raw","SPLIT09","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","raw","Raw","SPLIT09","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","raw","Raw","SPLIT09","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","raw","Raw","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0241181676205405,"higher",3,"weighted R-squared","","sacurine","raw","Raw","SPLIT09","Sacurine"
"biological_associated_features",30,"context",339,"feature-variable tests","","sacurine","raw","Raw","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.535009679276094,"higher",3,"correlation","","sacurine","raw","Raw","SPLIT09","Sacurine"
"heldout_qc_cv_mean",26.4010132535683,"lower",113,"percent","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"heldout_qc_cv_sd",9.95144015347967,"lower",113,"percent","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"heldout_qc_cv_median",24.7343373551662,"lower",113,"percent","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058359503175,"lower",226,"proportion","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503430158542,"lower",226,"proportion","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.000511163884187993,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","combat","ComBat","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"runtime_sec",1.873,"lower",1,"seconds","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0269894116515147,"higher",3,"weighted R-squared","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"biological_associated_features",31,"context",339,"feature-variable tests","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.529143990274528,"higher",3,"correlation","","sacurine","combat","ComBat","SPLIT09","Sacurine"
"heldout_qc_cv_mean",19.2762274820154,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"heldout_qc_cv_sd",27.137034136193,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"heldout_qc_cv_median",11.046704685349,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0349678069541576,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0407017919649959,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.00442477876106195,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.000115649825411957,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"runtime_sec",1.239,"lower",1,"seconds","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0393225404009902,"higher",3,"weighted R-squared","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"biological_associated_features",32,"context",339,"feature-variable tests","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.532004361571906,"higher",3,"correlation","","sacurine","qc_rlsc","QC-RLSC","SPLIT09","Sacurine"
"heldout_qc_cv_mean",6.34389377563452,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"heldout_qc_cv_sd",12.9603399354056,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"heldout_qc_cv_median",3.88261865032644,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0371804141979941,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0466505920239481,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.0137370036605432,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"runtime_sec",7.069,"lower",1,"seconds","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0481466086536595,"higher",3,"weighted R-squared","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"biological_associated_features",47,"context",339,"feature-variable tests","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.496674712697641,"higher",3,"correlation","","sacurine","qc_rfsc","QC-RFSC","SPLIT09","Sacurine"
"heldout_qc_cv_mean",10.7577151502081,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"heldout_qc_cv_sd",7.14736001133765,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"heldout_qc_cv_median",8.74443378158934,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0385325196622842,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0525955803110642,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.0132743362831858,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.00320751602653386,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"runtime_sec",108.389,"lower",1,"seconds","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0359562898614323,"higher",3,"weighted R-squared","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"biological_associated_features",32,"context",339,"feature-variable tests","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.493971305154869,"higher",3,"correlation","","sacurine","tiger","TIGER","SPLIT09","Sacurine"
"heldout_qc_cv_mean",16.9052370468886,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"heldout_qc_cv_sd",9.30306162482004,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"heldout_qc_cv_median",14.3640717888668,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0563790694698391,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0715126915017401,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.0663716814159292,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.00187515885836512,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"runtime_sec",36.51,"lower",1,"seconds","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0322826087327906,"higher",3,"weighted R-squared","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"biological_associated_features",37,"context",339,"feature-variable tests","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.549662184162673,"higher",3,"correlation","","sacurine","serrf","SERRF","SPLIT09","Sacurine"
"heldout_qc_cv_mean",15.640885228956,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"heldout_qc_cv_sd",9.73230296802074,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"heldout_qc_cv_median",12.6883264329352,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0437716375365232,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0509162629969926,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.0221238938053097,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.0004389687381572,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"runtime_sec",0.966,"lower",1,"seconds","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"drift_profiles_corrected",52,"descriptive",226,"profiles","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"drift_features_corrected",42,"descriptive",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"batch_features_corrected",85,"descriptive",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0489437898087638,"higher",3,"weighted R-squared","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"biological_associated_features",49,"context",339,"feature-variable tests","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
